#NAME	CHROM	STRAND	TX_START	TX_END	EXON_START	EXON_END	CDS_START	CDS_END
ENST00000370521.8	chr1	+	88684272	88836255	88684272,88740987,88760221,88770351,88771420,88771662,88784638,88786103,88804390,88804845,88805496,88805890,88807312,88807528,88807683,88813556,88821940,88824309,88828480,88832743,88833076,88833244,	88684628,88741288,88760376,88770469,88771566,88771879,88784824,88786213,88804534,88804921,88805671,88806017,88807443,88807604,88807775,88813733,88822003,88824386,88828623,88832851,88833157,88836255,	88684580	88833445
ENST00000370214.9	chr1	+	94418388	94518663	94418388,94458606,94464774,94467918,94473765,94475142,94475613,94478258,94480463,94483169,94487541,94487693,94487891,94489724,94489902,94491183,94498601,94498782,94498944,94499494,94506537,94515145,94517051,	94418588,94458643,94464873,94468007,94473835,94475240,94475737,94478315,94480606,94483239,94487611,94487791,94487983,94489816,94489975,94491247,94498679,94498848,94499034,94499614,94506642,94515202,94518663,	94418478	94517126
ENST00000370801.8	chr1	-	77562415	77682658	77562415,77566080,77568331,77576067,77578773,77579526,77580997,77581775,77581978,77584516,77631849,77639448,77641383,77641521,77682584,	77565784,77566181,77568466,77576220,77578869,77579628,77581069,77581891,77582126,77584655,77633405,77639602,77641446,77641655,77682658,	77565642	77633354
ENST00000339480.3	chr1	+	34759739	34762327	34759739,34760932,	34759788,34762327,	34761254	34762052
ENST00000404795.4	chr1	-	50417549	50423443	50417549,50420977,50423115,	50419734,50421544,50423443,	50418667	50421536
ENST00000372583.6	chr1	-	41506364	41918922	41506364,41512815,41518401,41524734,41575543,41579736,41628748,41700915,41918412,	41511266,41513750,41518488,41524910,41575689,41585318,41628947,41700995,41918922,	41510453	41584797
ENST00000260502.11	chr1	-	93561740	93681837	93561740,93567278,93567739,93571669,93576013,93582300,93584017,93588976,93592264,93642303,93674613,93681597,	93562419,93567491,93567851,93571841,93576129,93582953,93584121,93589419,93592393,93642343,93674941,93681837,	93562243	93674930
ENST00000370445.5	chr1	-	90711538	90717302	90711538,90714530,90716570,	90712624,90714756,90717302,	90712314	90717195
ENST00000370206.9	chr1	-	94896956	94927110	94896956,94899370,94901668,94902120,94903121,94903402,94926837,	94898083,94899517,94901785,94902258,94903188,94903524,94927110,	94897744	94926894
ENST00000370056.9	chr1	-	107571160	107965180	107571160,107574046,107596211,107602396,107603046,107609930,107617566,107642618,107683487,107688380,107704549,107704959,107748967,107749461,107751116,107755426,107757260,107760783,107765075,107766446,107768440,107770635,107772734,107777230,107779433,107874900,107964665,	107573372,107574198,107596341,107602484,107603163,107609965,107617632,107642755,107683533,107688406,107704650,107705061,107749077,107749594,107751202,107755513,107757329,107760879,107765175,107766550,107768509,107770728,107772843,107777296,107779492,107875017,107965180,	107573333	107964869
ENST00000370203.9	chr1	+	95117354	95197607	95117354,95143890,95148701,95150207,95151324,95173815,95191549,	95117617,95144056,95148791,95150266,95151419,95173889,95197607,	95143901	95191865
ENST00000337338.9	chr1	+	89821031	89936611	89821031,89843637,89933066,	89821291,89843782,89936611,	89933068	89935642
ENST00000305352.7	chr1	+	101237018	101241518	101237018,101238821,	101237099,101241518,	101238984	101240130
ENST00000260526.11	chr1	-	94168904	94237584	94168904,94177611,94177851,94179724,94184150,94184871,94185341,94186498,94188836,94189215,94189925,94201719,94202543,94202917,94203099,94203929,94205060,94205634,94208831,94209253,94220257,94231406,94237414,	94174749,94177720,94178167,94179957,94184288,94185060,94185481,94186597,94188941,94189352,94190083,94201857,94202732,94202998,94203210,94203994,94205198,94205683,94208904,94209350,94220392,94231643,94237584,	94173871	94231611
ENST00000251296.4	chr1	+	18107797	18378483	18107797,18227897,18291865,18334891,18362114,18365222,18376309,18376799,18377392,18378255,	18108198,18228010,18291987,18335010,18362230,18365697,18376395,18376992,18377431,18378483,	18108128	18378323
ENST00000371538.5	chr1	-	52684448	52698347	52684448,52692726,52698220,	52688168,52692867,52698347,	52687722	52698326
ENST00000320334.5	chr1	+	113979473	113982253	113979473,113980331,113980948,	113979630,113980617,113982253,	113979516	113981766
ENST00000370238.8	chr1	-	93885198	93909430	93885198,93894613,93896617,93897838,93901584,93904522,93909037,	93889159,93894728,93896820,93897898,93901669,93904588,93909430,	93888992	93909163
ENST00000212355.9	chr1	-	91680342	91886151	91680342,91695671,91698088,91708662,91712242,91716235,91716567,91719311,91719892,91721954,91727658,91729804,91734775,91758612,91797286,91861470,91885877,	91683857,91695779,91698130,91708783,91712542,91716394,91716708,91719464,91720230,91722144,91727806,91729973,91734959,91758750,91797471,91861644,91886151,	91683741	91861531
ENST00000369604.6	chr1	-	113696830	113759486	113696830,113698261,113699703,113700793,113704080,113704665,113705889,113706593,113710253,113711745,113711939,113713278,113724758,113726417,113738109,113738729,113757698,113758658,113759022,	113697725,113698387,113699799,113700949,113704167,113704797,113706162,113706722,113710475,113711835,113712113,113713438,113724893,113726574,113738268,113738799,113757755,113758733,113759486,	113697707	113758703
ENST00000334047.12	chr1	-	94529172	94541759	94529172,94532320,94533089,94535964,94540256,94541536,	94530596,94532480,94533268,94536164,94540368,94541759,	94530462	94541636
ENST00000356554.7	chr1	+	117367448	117528872	117367448,117402185,117405548,117414712,117420568,117442230,117460488,117466333,117493146,117496762,117499381,117502854,117522824,	117368485,117402441,117405645,117414831,117420649,117442325,117460612,117466427,117493262,117496982,117499554,117502970,117528872,	117368183	117522954
ENST00000370611.4	chr1	-	84811601	84893206	84811601,84865384,84893015,	84814171,84866138,84893206,	84813848	84866120
ENST00000271277.11	chr1	+	112396213	112461164	112396213,112412193,112416156,112448941,112454448,112455930,	112396272,112412317,112416264,112449172,112454556,112461164,	112416165	112457409
ENST00000369738.9	chr1	+	111346621	111353013	111346621,111346909,111347673,111348515,111350105,111351258,	111346671,111347049,111347772,111348646,111350223,111353013,	111346652	111351324
ENST00000369516.7	chr1	-	115048010	115089503	115048010,115053378,115057536,115058882,115060463,115062134,115072904,115089363,	115050555,115053462,115057608,115058981,115060538,115062232,115073007,115089503,	115050492	115089432
ENST00000533028.8	chr1	+	99969995	100035634	99969995,99993536,99999260,100007033,100011364,100015301,100017681,100022385,	99970162,99993741,99999415,100007156,100011533,100015420,100017815,100035634,	99993554	100022473
ENST00000361915.8	chr1	+	99850360	99924020	99850360,99850974,99861502,99862256,99864385,99870399,99870757,99874686,99875153,99875357,99876457,99877640,99879922,99880631,99881075,99881291,99881540,99884119,99884338,99884568,99887977,99891219,99891605,99892431,99896285,99900635,99902682,99910711,99912404,99913526,99915388,99916409,99916597,99921533,	99850415,99851124,99861713,99862423,99864589,99870581,99870869,99874810,99875256,99875455,99876597,99877828,99880046,99880795,99881177,99881447,99881691,99884244,99884451,99884703,99888108,99891356,99891739,99892607,99896388,99900861,99902794,99910847,99912517,99913738,99915486,99916497,99916731,99924020,	99851042	99921648
ENST00000331565.5	chr1	+	110150493	110202202	110150493,110166842,110172059,110173972,110174778,110176628,110191971,110192505,110194578,110195585,110197436,110198075,	110150883,110167215,110172217,110174099,110174960,110176739,110192213,110192698,110194771,110195745,110197599,110202202,	110166929	110198441
ENST00000423855.7	chr1	+	103525698	103555239	103525698,103527694,103533738,103534773,103535329,103536125,103537341,103541349,103543295,103544940,103546247,103546976,103550940,103551720,103555033,	103526262,103527742,103533857,103534857,103535441,103536194,103537484,103541475,103543447,103545102,103546342,103547035,103551073,103551792,103555239,	103526070	103551777
ENST00000306121.8	chr1	+	98661720	98760500	98661720,98684884,98691074,98691534,98695517,98698705,98701816,98738236,98760053,	98661911,98685067,98691185,98691699,98695716,98698905,98701903,98738389,98760500,	98661731	98760128
ENST00000578049.4	chr1	-	120150897	120176520	120150897,120160383,120163209,120168839,120176306,	120157192,120160530,120163370,120168949,120176520,	120157040	120176381
ENST00000393203.3	chr1	+	116909915	116990353	116909915,116941714,116944678,116949191,116961242,116966910,116974215,116984679,116986800,	116910252,116942083,116945092,116949572,116961668,116967330,116974323,116984985,116990353,	116910203	116986964
ENST00000340281.9	chr1	+	89995109	90035533	89995109,89998109,90005002,90005132,90007344,90010087,90013125,90017316,90018684,90020791,90022249,90027353,	89995273,89998154,90005038,90005244,90007750,90010286,90013237,90017464,90018784,90020922,90022345,90035533,	89995257	90027698
ENST00000256649.9	chr1	-	117111059	117121749	117111059,117113358,117115574,117116615,117118033,117120713,	117112453,117113485,117115689,117116745,117118767,117121749,	117112307	117121201
ENST00000369448.4	chr1	+	117606047	117628389	117606047,117622841,	117606153,117628389,	117622868	117624041
ENST00000369522.8	chr1	+	114854862	114995370	114854862,114855440,114856572,114857231,114857443,114858546,114859742,114860735,114874505,114876068,114876736,114878093,114885534,114886124,114887625,114895447,114910396,114911478,114913032,114913974,114923448,114926277,114926500,114944338,114944871,114946288,114947245,114977556,114981335,114984724,114994697,114994881,	114855018,114855572,114856657,114857275,114857497,114858711,114859810,114860809,114874564,114876138,114876810,114878202,114885629,114886309,114887693,114895509,114910501,114911582,114913150,114914045,114923530,114926340,114926563,114944455,114944982,114946381,114947320,114977616,114981512,114984868,114994787,114995370,	114855464	114995016
ENST00000368888.9	chr1	+	151198551	151249531	151198551,151224244,151224370,151227319,151231670,151232247,151232550,151234196,151236557,151238181,151239129,151239954,151242122,151242437,151246919,151247862,	151199081,151224279,151224406,151227400,151231801,151232365,151232703,151234496,151236763,151238265,151239178,151240039,151242269,151242567,151246965,151249531,	151198996	151246965
ENST00000369443.10	chr1	-	117863484	117929621	117863484,117878008,117881822,117883487,117886576,117887697,117896832,117899056,117906505,117911993,117912529,117918596,117920181,117929447,	117870616,117878152,117881877,117883627,117886653,117887774,117896989,117899216,117906582,117912082,117912683,117918736,117920424,117929621,	117870571	117920357
ENST00000256592.3	chr1	+	115029825	115034302	115029825,115033361,115033972,	115029860,115033524,115034302,	115033362	115034224
ENST00000349139.6	chr1	+	117929738	117966543	117929738,117933287,117934472,117936768,117938479,117939476,117940826,117941123,117941749,117942436,117943395,117946085,117948404,117949750,117949994,117950833,117951975,117952296,117952527,117952945,117953475,117954006,117954579,117955314,117957067,117958909,117959291,	117929782,117933490,117934682,117936887,117938558,117939572,117940940,117941225,117941847,117942544,117943626,117946179,117948506,117949836,117950130,117950890,117952076,117952408,117952662,117952996,117953541,117954099,117954627,117955358,117957196,117959003,117966543,	117933319	117959444
ENST00000368905.9	chr1	+	151166143	151170296	151166143,151166470,151166933,151167120,151167325,151168143,151168985,	151166203,151166541,151167022,151167218,151167414,151168338,151170296,	151166152	151169082
ENST00000367123.8	chr1	+	121184974	121392874	121184974,121186904,121284802,121324477,121365292,121373970,121374825,121382700,121386505,121387633,	121185124,121187513,121284995,121324640,121365355,121374186,121374954,121382925,121386607,121392874,	121187446	121387852
ENST00000336338.10	chr1	-	117953589	118185228	117953589,117963798,117966608,117970055,117971862,117973424,117981269,117983810,117984682,117987833,117988104,117990860,117991414,117992465,117994405,117996369,117996597,118005413,118008043,118012227,118015964,118023303,118025237,118028273,118031691,118036769,118039291,118040729,118041802,118054001,118055732,118066744,118073853,118074538,118081100,118081414,118085921,118086670,118086870,118091605,118091929,118093155,118097669,118099605,118101739,118115309,118150542,118151228,118185070,	117954049,117963938,117966753,117970116,117972047,117973561,117981401,117983913,117984782,117987881,117988204,117990906,117991528,117992648,117994530,117996500,117996743,118005602,118008198,118012372,118016182,118023463,118025416,118028394,118031867,118036883,118039444,118040841,118042042,118054093,118055914,118066899,118073967,118074600,118081319,118081642,118086072,118086784,118087008,118091718,118092002,118093317,118097851,118099800,118101926,118115441,118150629,118151369,118185228,	117963801	118185157
ENST00000369466.9	chr1	+	117060325	117107453	117060325,117060454,117062386,117073660,117074869,117076179,117076640,117077915,117079567,117081827,117084017,117086416,117088800,117090054,117090531,117091327,117091816,117092730,117095308,117096148,117097350,117098832,117101379,	117060374,117060557,117062473,117073727,117075859,117076294,117076823,117078043,117079649,117081947,117084168,117086522,117088982,117090208,117090623,117091410,117091950,117092901,117095367,117096299,117097433,117098907,117107453,	117060346	117101521
ENST00000307546.14	chr1	+	113390514	113685923	113390514,113549514,113580541,113585386,113590483,113594480,113614600,113619735,113622805,113641910,113643742,113646485,113649236,113651013,113653829,113659079,113671733,113672614,113673321,113681197,113682896,	113391349,113549631,113580661,113585596,113590658,113594560,113614658,113619830,113622994,113642516,113643774,113646642,113649328,113651206,113654018,113659265,113671836,113672741,113673465,113681336,113685923,	113391033	113684011
ENST00000368918.8	chr1	+	151070760	151125542	151070760,151088189,151090405,151093191,151097851,151103561,151107036,151117391,151117956,	151070934,151088297,151090573,151093386,151098002,151103675,151107222,151117516,151125542,	151088189	151118253
ENST00000368908.10	chr1	-	151159747	151165902	151159747,151161735,151165078,	151161020,151162100,151165902,	151160884	151165258
ENST00000369478.4	chr1	+	116754429	116769229	116754429,116754630,116760401,116764483,116768463,	116754553,116754951,116760632,116764606,116769229,	116754492	116768780
ENST00000313835.14	chr1	+	145607987	145670650	145607987,145616233,145618319,145623053,145623612,145630686,145631663,145643868,145646183,145647174,145663328,145665561,145669624,145669833,	145608175,145616293,145618423,145623160,145623714,145630807,145631744,145643978,145646272,145647267,145663424,145665651,145669690,145670650,	145608133	145670037
ENST00000329608.11	chr1	+	109910848	109930992	109910848,109914258,109915633,109917292,109921846,109923165,109924775,109925146,109928851,	109911062,109914381,109915696,109917463,109921994,109924190,109924828,109925202,109930992,	109911023	109925186
ENST00000368910.4	chr1	+	151156648	151159749	151156648,151158665,	151156722,151159749,	151158697	151159249
ENST00000271373.9	chr1	-	167916674	167937072	167916674,167919978,167920546,167924496,167935732,167936938,	167918359,167920090,167920631,167924537,167935898,167937072,	167918325	167935841
ENST00000359326.9	chr1	+	169795039	169854080	169795039,169795828,169798856,169800882,169802620,169803168,169804074,169806003,169807790,169821678,169823407,169827050,169827710,169829262,169830258,169830695,169832416,169836926,169842416,169843673,169847689,169849499,169850264,169851816,169852789,	169795115,169795983,169798958,169800971,169802725,169803309,169804240,169806088,169807929,169821759,169823472,169827199,169827840,169829449,169830341,169830747,169832506,169837112,169842539,169843769,169847803,169849604,169850345,169851936,169854080,	169800905	169852984
